,Content
359,Session: 30546173_4286503818 initialized by client WindowsUpdateAgent.
360,"Read out cached package applicability for package: Package_for_KB2656356~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
361,Session: 30546173_4286853838 initialized by client WindowsUpdateAgent.
362,"Read out cached package applicability for package: Package_for_KB3108664~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
363,Session: 30546173_4286873840 initialized by client WindowsUpdateAgent.
364,"Read out cached package applicability for package: Package_for_KB3115858~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
365,Session: 30546173_4289083966 initialized by client WindowsUpdateAgent.
366,"Read out cached package applicability for package: Package_for_KB3127220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
367,Session: 30546173_4289704001 initialized by client WindowsUpdateAgent.
368,"Read out cached package applicability for package: Package_for_KB3060716~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
369,Session: 30546173_4294144255 initialized by client WindowsUpdateAgent.
370,"Read out cached package applicability for package: Package_for_KB3006137~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
371,Session: 30546173_4294174257 initialized by client WindowsUpdateAgent.
372,"Read out cached package applicability for package: Package_for_KB3067903~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
373,Session: 30546174_187017 initialized by client WindowsUpdateAgent.
374,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
375,Session: 30546174_857056 initialized by client WindowsUpdateAgent.
376,"Read out cached package applicability for package: Package_for_KB3146706~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
377,Session: 30546174_1497092 initialized by client WindowsUpdateAgent.
378,"Read out cached package applicability for package: Package_for_KB3182203~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
379,Session: 30546174_1767108 initialized by client WindowsUpdateAgent.
380,"Read out cached package applicability for package: Package_for_KB3075226~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
381,Session: 30546174_2037123 initialized by client WindowsUpdateAgent.
382,"Read out cached package applicability for package: Package_for_KB3185319~31bf3856ad364e35~amd64~~11.2.1.0, ApplicableState: 112, CurrentState:112"
383,Session: 30546174_2217133 initialized by client WindowsUpdateAgent.
384,Session: 30546174_2817168 initialized by client WindowsUpdateAgent.
385,"Read out cached package applicability for package: Package_for_KB3033929~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
386,Session: 30546174_8087469 initialized by client WindowsUpdateAgent.
387,"Read out cached package applicability for package: Package_for_KB2978742~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
388,Session: 30546174_9517551 initialized by client WindowsUpdateAgent.
389,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
390,Session: 30546174_9817568 initialized by client WindowsUpdateAgent.
391,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
392,Session: 30546174_9927574 initialized by client WindowsUpdateAgent.
393,"Read out cached package applicability for package: Package_for_KB3078601~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112"
394,Session: 30546174_10127586 initialized by client WindowsUpdateAgent.
395,"Read out cached package applicability for package: Package_for_KB3147071~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
396,Session: 30546174_10517608 initialized by client WindowsUpdateAgent.
397,"Read out cached package applicability for package: Package_for_KB3019978~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0"
398,Session: 30546174_10537609 initialized by client WindowsUpdateAgent.
399,"Read out cached package applicability for package: Package_for_KB2563227~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
400,Session: 30546174_11037638 initialized by client WindowsUpdateAgent.
401,"Read out cached package applicability for package: Package_for_KB3126587~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
402,Session: 30546174_17007979 initialized by client WindowsUpdateAgent.
403,"Read out cached package applicability for package: Package_for_KB2789645~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
404,Session: 30546174_17668017 initialized by client WindowsUpdateAgent.
405,"Read out cached package applicability for package: Package_for_KB3138901~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
406,Session: 30546174_17818026 initialized by client WindowsUpdateAgent.
407,"Read out cached package applicability for package: Package_for_KB2607047~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0"
408,Session: 30546174_18178046 initialized by client WindowsUpdateAgent.
409,Session: 30546174_18398059 initialized by client WindowsUpdateAgent.
410,"Read out cached package applicability for package: Package_for_KB3011780~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112"
411,Session: 30546174_20238164 initialized by client WindowsUpdateAgent.
412,"Read out cached package applicability for package: Package_for_KB3170455~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
413,Session: 30546174_20328169 initialized by client WindowsUpdateAgent.
414,"Read out cached package applicability for package: Package_for_KB2891804~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
415,Session: 30546174_20448176 initialized by client WindowsUpdateAgent.
416,"Read out cached package applicability for package: Package_for_KB3156017~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
417,Session: 30546174_20458177 initialized by client WindowsUpdateAgent.
418,"Read out cached package applicability for package: Package_for_KB3084135~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
419,Session: 30546174_20518180 initialized by client WindowsUpdateAgent.
420,"Read out cached package applicability for package: Package_for_KB2560656~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
421,Session: 30546174_20798196 initialized by client WindowsUpdateAgent.
422,"Read out cached package applicability for package: Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0"
423,Session: 30546174_21498236 initialized by client WindowsUpdateAgent.
424,"Read out cached package applicability for package: Package_for_KB3146963~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
425,Session: 30546174_21518237 initialized by client WindowsUpdateAgent.
426,"Read out cached package applicability for package: Package_for_KB2918077~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
427,Session: 30546174_21788253 initialized by client WindowsUpdateAgent.
428,"Read out cached package applicability for package: Package_for_KB2716513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
429,Session: 30546174_21808254 initialized by client WindowsUpdateAgent.
430,"Read out cached package applicability for package: Package_for_KB2489256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:0"
431,Session: 30546174_21868257 initialized by client WindowsUpdateAgent.
432,"Read out cached package applicability for package: Package_for_KB3138962~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
433,Session: 30546174_21888258 initialized by client WindowsUpdateAgent.
434,"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
435,Session: 30546174_21968263 initialized by client WindowsUpdateAgent.
436,"Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
437,Session: 30546174_22008265 initialized by client WindowsUpdateAgent.
438,"Read out cached package applicability for package: Package_for_KB2973201~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
439,Session: 30546174_22048268 initialized by client WindowsUpdateAgent.
440,"Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
441,Session: 30546174_22448291 initialized by client WindowsUpdateAgent.
442,"Read out cached package applicability for package: Package_for_KB3078667~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
443,Session: 30546174_22538296 initialized by client WindowsUpdateAgent.
444,"Read out cached package applicability for package: Package_for_KB3020369~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
445,Session: 30546174_22828312 initialized by client WindowsUpdateAgent.
446,"Read out cached package applicability for package: Package_for_KB2943357~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
447,Session: 30546174_23648359 initialized by client WindowsUpdateAgent.
448,"Read out cached package applicability for package: Package_for_KB3168965~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112"
449,Session: 30546174_23668360 initialized by client WindowsUpdateAgent.
450,"Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
451,Session: 30546174_23938376 initialized by client WindowsUpdateAgent.
452,"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112"
453,Session: 30546174_24168389 initialized by client WindowsUpdateAgent.
454,"Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
455,Session: 30546174_25138444 initialized by client WindowsUpdateAgent.
456,"Read out cached package applicability for package: Package_for_KB3075220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
457,Session: 30546174_25988493 initialized by client WindowsUpdateAgent.
458,"Read out cached package applicability for package: Package_for_KB2813347~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
459,Session: 30546174_27448577 initialized by client WindowsUpdateAgent.
460,"Read out cached package applicability for package: Package_for_KB3080446~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112"
461,Session: 30546174_27518581 initialized by client WindowsUpdateAgent.
462,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
463,Session: 30546174_27548582 initialized by client WindowsUpdateAgent.
464,"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
465,Session: 30546174_27568583 initialized by client WindowsUpdateAgent.
466,"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
467,Session: 30546174_27758594 initialized by client WindowsUpdateAgent.
468,"Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
469,Session: 30546174_27818598 initialized by client WindowsUpdateAgent.
470,"Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
471,Session: 30546174_28288625 initialized by client WindowsUpdateAgent.
472,"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0"
473,Session: 30546174_28528638 initialized by client WindowsUpdateAgent.
474,"Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
475,Session: 30546174_30478750 initialized by client WindowsUpdateAgent.
476,"Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
477,Session: 30546174_35199020 initialized by client WindowsUpdateAgent.
478,"Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
479,Session: 30546174_35469035 initialized by client WindowsUpdateAgent.
480,"Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
481,Session: 30546174_35509038 initialized by client WindowsUpdateAgent.
482,"Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
483,Session: 30546174_35659046 initialized by client WindowsUpdateAgent.
484,"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
485,Session: 30546174_35689048 initialized by client WindowsUpdateAgent.
486,"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
487,Session: 30546174_36019067 initialized by client WindowsUpdateAgent.
488,"Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
489,Session: 30546174_40939348 initialized by client WindowsUpdateAgent.
490,"Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
491,Session: 30546174_41309369 initialized by client WindowsUpdateAgent.
492,"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112"
493,Session: 30546174_43049469 initialized by client WindowsUpdateAgent.
494,"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
495,Session: 30546174_43479493 initialized by client WindowsUpdateAgent.
496,"Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112"
497,Session: 30546174_43599500 initialized by client WindowsUpdateAgent.
498,"Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
499,Session: 30546174_44439548 initialized by client WindowsUpdateAgent.
500,"Read out cached package applicability for package: Package_for_KB3118401~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
501,Session: 30546174_44469550 initialized by client WindowsUpdateAgent.
502,"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112"
503,Session: 30546174_44629559 initialized by client WindowsUpdateAgent.
504,"Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
505,Session: 30546174_45239594 initialized by client WindowsUpdateAgent.
506,"Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
507,Session: 30546174_45309598 initialized by client WindowsUpdateAgent.
508,"Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
509,Session: 30546174_46439663 initialized by client WindowsUpdateAgent.
510,"Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
511,Session: 30546174_46879688 initialized by client WindowsUpdateAgent.
512,"Read out cached package applicability for package: Package_for_KB2836942~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
513,Session: 30546174_46979694 initialized by client WindowsUpdateAgent.
514,"Read out cached package applicability for package: Package_for_KB2937610~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112"
515,Session: 30546174_48029754 initialized by client WindowsUpdateAgent.
516,"Read out cached package applicability for package: Package_for_KB3035126~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
517,Session: 30546174_48659790 initialized by client WindowsUpdateAgent.
518,"Read out cached package applicability for package: Package_for_KB3076895~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112"
519,Session: 30546174_48769796 initialized by client WindowsUpdateAgent.
520,"Read out cached package applicability for package: Package_for_KB3021674~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
521,Session: 30546174_48809798 initialized by client WindowsUpdateAgent.
